image_file,mask_file,area_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,mask_width,mask_height
images/0036_103_35.png,masks/0036_103_35.png,9726,0,334,512,424,255.5,378.5,512,90
images/0036_103_35_180.png,masks/0036_103_35_180.png,9726,0,88,512,178,255.5,132.5,512,90
images/0036_103_35_270.png,masks/0036_103_35_270.png,9726,88,0,178,512,132.5,255.5,90,512
images/0036_103_35_90.png,masks/0036_103_35_90.png,9726,334,0,424,512,378.5,255.5,90,512
images/0036_104_35.png,masks/0036_104_35.png,9726,0,206,512,296,255.5,250.5,512,90
images/0036_104_35_180.png,masks/0036_104_35_180.png,9726,0,216,512,306,255.5,260.5,512,90
images/0036_104_35_270.png,masks/0036_104_35_270.png,9726,216,0,306,512,260.5,255.5,90,512
images/0036_104_35_90.png,masks/0036_104_35_90.png,9726,206,0,296,512,250.5,255.5,90,512
images/0036_105_35.png,masks/0036_105_35.png,9726,0,78,512,168,255.5,122.5,512,90
images/0036_105_35_180.png,masks/0036_105_35_180.png,9726,0,344,512,434,255.5,388.5,512,90
images/0036_105_35_270.png,masks/0036_105_35_270.png,9726,344,0,434,512,388.5,255.5,90,512
images/0036_105_35_90.png,masks/0036_105_35_90.png,9726,78,0,168,512,122.5,255.5,90,512
images/0036_105_7.png,masks/0036_105_7.png,9733,0,328,512,424,255.5,375.5,512,96
images/0036_105_7_180.png,masks/0036_105_7_180.png,9733,0,88,512,184,255.5,135.5,512,96
images/0036_105_7_270.png,masks/0036_105_7_270.png,9733,88,0,184,512,135.5,255.5,96,512
images/0036_105_7_90.png,masks/0036_105_7_90.png,9733,328,0,424,512,375.5,255.5,96,512
images/0036_106_7_270.png,masks/0036_106_7_270.png,9733,216,0,312,512,263.5,255.5,96,512
images/0036_106_7_90.png,masks/0036_106_7_90.png,9733,200,0,296,512,247.5,255.5,96,512
images/0036_107_7_270.png,masks/0036_107_7_270.png,9733,344,0,440,512,391.5,255.5,96,512
images/0036_107_7_90.png,masks/0036_107_7_90.png,9733,72,0,168,512,119.5,255.5,96,512
images/0037_97_49.png,masks/0037_97_49.png,5692,0,297,219,512,109.0,404.0,219,215
images/0037_97_49_180.png,masks/0037_97_49_180.png,5692,293,0,512,215,402.0,107.0,219,215
images/0037_97_49_270.png,masks/0037_97_49_270.png,5692,0,0,215,219,107.0,109.0,215,219
images/0037_97_49_90.png,masks/0037_97_49_90.png,5692,297,293,512,512,404.0,402.0,215,219
images/0038_103_33.png,masks/0038_103_33.png,5664,324,0,512,213,417.5,106.0,188,213
images/0038_103_33_180.png,masks/0038_103_33_180.png,5664,0,299,188,512,93.5,405.0,188,213
images/0038_103_33_90.png,masks/0038_103_33_90.png,5664,0,0,213,188,106.0,93.5,213,188
images/0038_103_34.png,masks/0038_103_34.png,5751,196,0,388,213,291.5,106.0,192,213
images/0038_103_34_180.png,masks/0038_103_34_180.png,5751,124,299,316,512,219.5,405.0,192,213
images/0038_103_35_180.png,masks/0038_103_35_180.png,5751,252,299,444,512,347.5,405.0,192,213
images/0038_103_35_270.png,masks/0038_103_35_270.png,5751,299,68,512,260,405.0,163.5,213,192
images/0038_103_35_90.png,masks/0038_103_35_90.png,5751,0,252,213,444,106.0,347.5,213,192
images/0038_99_22.png,masks/0038_99_22.png,9722,0,400,512,512,255.5,455.5,512,112
images/0038_99_22_180.png,masks/0038_99_22_180.png,9722,0,0,512,112,255.5,55.5,512,112
images/0038_99_22_270.png,masks/0038_99_22_270.png,9722,0,0,112,512,55.5,255.5,112,512
images/0038_99_22_90.png,masks/0038_99_22_90.png,9722,400,0,512,512,455.5,255.5,112,512
images/0038_99_37.png,masks/0038_99_37.png,5738,0,278,512,512,255.5,394.5,512,234
images/0038_99_37_180.png,masks/0038_99_37_180.png,5738,0,0,512,234,255.5,116.5,512,234
images/0038_99_37_270.png,masks/0038_99_37_270.png,5738,0,0,234,512,116.5,255.5,234,512
images/0038_99_37_90.png,masks/0038_99_37_90.png,5738,278,0,512,512,394.5,255.5,234,512
images/0039_105_39.png,masks/0039_105_39.png,23115,0,0,512,512,255.5,255.5,512,512
images/0039_105_39_180.png,masks/0039_105_39_180.png,23115,0,0,512,512,255.5,255.5,512,512
images/0039_105_39_270.png,masks/0039_105_39_270.png,23115,0,0,512,512,255.5,255.5,512,512
images/0039_105_39_90.png,masks/0039_105_39_90.png,23115,0,0,512,512,255.5,255.5,512,512
images/0039_105_40.png,masks/0039_105_40.png,25684,0,0,512,512,255.5,255.5,512,512
images/0039_105_40_180.png,masks/0039_105_40_180.png,25684,0,0,512,512,255.5,255.5,512,512
images/0039_105_40_270.png,masks/0039_105_40_270.png,25684,0,0,512,512,255.5,255.5,512,512
images/0039_105_40_90.png,masks/0039_105_40_90.png,25684,0,0,512,512,255.5,255.5,512,512
images/0039_106_40.png,masks/0039_106_40.png,25438,0,0,512,510,255.5,254.5,512,510
images/0039_106_40_180.png,masks/0039_106_40_180.png,25438,0,2,512,512,255.5,256.5,512,510
images/0039_106_40_270.png,masks/0039_106_40_270.png,25438,2,0,512,512,256.5,255.5,510,512
images/0039_106_40_90.png,masks/0039_106_40_90.png,25438,0,0,510,512,254.5,255.5,510,512
images/0039_74_19.png,masks/0039_74_19.png,5702,148,375,512,465,329.5,419.5,364,90
images/0039_74_19_180.png,masks/0039_74_19_180.png,5702,0,47,364,137,181.5,91.5,364,90
images/0039_74_19_270.png,masks/0039_74_19_270.png,5702,47,148,137,512,91.5,329.5,90,364
images/0039_74_19_90.png,masks/0039_74_19_90.png,5702,375,0,465,364,419.5,181.5,90,364
images/0039_75_19.png,masks/0039_75_19.png,5702,148,247,512,337,329.5,291.5,364,90
images/0039_75_19_180.png,masks/0039_75_19_180.png,5702,0,175,364,265,181.5,219.5,364,90
images/0039_75_19_270.png,masks/0039_75_19_270.png,5702,175,148,265,512,219.5,329.5,90,364
images/0039_75_19_90.png,masks/0039_75_19_90.png,5702,247,0,337,364,291.5,181.5,90,364
images/0039_75_42.png,masks/0039_75_42.png,9726,42,213,512,512,276.5,362.0,470,299
images/0039_75_42_180.png,masks/0039_75_42_180.png,9726,0,0,470,299,234.5,149.0,470,299
images/0039_75_42_270.png,masks/0039_75_42_270.png,9726,0,42,299,512,149.0,276.5,299,470
images/0039_75_42_90.png,masks/0039_75_42_90.png,9726,213,0,512,470,362.0,234.5,299,470
images/0039_76_19.png,masks/0039_76_19.png,5702,148,119,512,209,329.5,163.5,364,90
images/0039_76_19_180.png,masks/0039_76_19_180.png,5702,0,303,364,393,181.5,347.5,364,90
images/0039_76_19_270.png,masks/0039_76_19_270.png,5702,303,148,393,512,347.5,329.5,90,364
images/0039_76_19_90.png,masks/0039_76_19_90.png,5702,119,0,209,364,163.5,181.5,90,364
images/0039_80_37.png,masks/0039_80_37.png,22141,0,141,512,512,255.5,326.0,512,371
images/0039_80_37_180.png,masks/0039_80_37_180.png,22141,0,0,512,371,255.5,185.0,512,371
images/0039_80_37_270.png,masks/0039_80_37_270.png,22141,0,0,371,512,185.0,255.5,371,512
images/0039_80_37_90.png,masks/0039_80_37_90.png,22141,141,0,512,512,326.0,255.5,371,512
images/0039_80_38.png,masks/0039_80_38.png,27185,0,0,512,512,255.5,255.5,512,512
images/0039_80_38_180.png,masks/0039_80_38_180.png,27185,0,0,512,512,255.5,255.5,512,512
images/0039_80_38_270.png,masks/0039_80_38_270.png,27185,0,0,512,512,255.5,255.5,512,512
images/0039_80_38_90.png,masks/0039_80_38_90.png,27185,0,0,512,512,255.5,255.5,512,512
images/0039_80_39.png,masks/0039_80_39.png,25360,0,0,512,512,255.5,255.5,512,512
images/0039_80_39_180.png,masks/0039_80_39_180.png,25360,0,0,512,512,255.5,255.5,512,512
images/0039_80_39_270.png,masks/0039_80_39_270.png,25360,0,0,512,512,255.5,255.5,512,512
images/0039_80_39_90.png,masks/0039_80_39_90.png,25360,0,0,512,512,255.5,255.5,512,512
images/0039_80_40.png,masks/0039_80_40.png,24271,0,0,512,512,255.5,255.5,512,512
images/0039_80_40_180.png,masks/0039_80_40_180.png,24271,0,0,512,512,255.5,255.5,512,512
images/0039_80_40_270.png,masks/0039_80_40_270.png,24271,0,0,512,512,255.5,255.5,512,512
images/0039_80_40_90.png,masks/0039_80_40_90.png,24271,0,0,512,512,255.5,255.5,512,512
images/0039_81_36.png,masks/0039_81_36.png,22831,0,0,512,512,255.5,255.5,512,512
images/0039_81_36_180.png,masks/0039_81_36_180.png,22831,0,0,512,512,255.5,255.5,512,512
images/0039_81_36_270.png,masks/0039_81_36_270.png,22831,0,0,512,512,255.5,255.5,512,512
images/0039_81_36_90.png,masks/0039_81_36_90.png,22831,0,0,512,512,255.5,255.5,512,512
images/0039_81_37.png,masks/0039_81_37.png,24601,0,13,512,512,255.5,262.0,512,499
images/0039_81_37_180.png,masks/0039_81_37_180.png,24601,0,0,512,499,255.5,249.0,512,499
images/0039_81_37_270.png,masks/0039_81_37_270.png,24601,0,0,499,512,249.0,255.5,499,512
images/0039_81_37_90.png,masks/0039_81_37_90.png,24601,13,0,512,512,262.0,255.5,499,512
images/0039_81_38.png,masks/0039_81_38.png,27423,0,0,512,512,255.5,255.5,512,512
images/0039_81_38_180.png,masks/0039_81_38_180.png,27423,0,0,512,512,255.5,255.5,512,512
images/0039_81_38_270.png,masks/0039_81_38_270.png,27423,0,0,512,512,255.5,255.5,512,512
images/0039_81_38_90.png,masks/0039_81_38_90.png,27423,0,0,512,512,255.5,255.5,512,512
images/0039_81_39.png,masks/0039_81_39.png,24433,0,0,512,512,255.5,255.5,512,512
images/0039_81_39_180.png,masks/0039_81_39_180.png,24433,0,0,512,512,255.5,255.5,512,512
images/0039_81_39_270.png,masks/0039_81_39_270.png,24433,0,0,512,512,255.5,255.5,512,512
images/0039_81_39_90.png,masks/0039_81_39_90.png,24433,0,0,512,512,255.5,255.5,512,512
images/0039_81_55.png,masks/0039_81_55.png,22327,0,208,512,456,255.5,331.5,512,248
images/0039_81_55_180.png,masks/0039_81_55_180.png,22327,0,56,512,304,255.5,179.5,512,248
images/0039_81_55_270.png,masks/0039_81_55_270.png,22327,56,0,304,512,179.5,255.5,248,512
images/0039_81_55_90.png,masks/0039_81_55_90.png,22327,208,0,456,512,331.5,255.5,248,512
images/0039_82_37.png,masks/0039_82_37.png,22262,0,0,512,512,255.5,255.5,512,512
images/0039_82_37_180.png,masks/0039_82_37_180.png,22262,0,0,512,512,255.5,255.5,512,512
images/0039_82_37_270.png,masks/0039_82_37_270.png,22262,0,0,512,512,255.5,255.5,512,512
images/0039_82_37_90.png,masks/0039_82_37_90.png,22262,0,0,512,512,255.5,255.5,512,512
images/0039_82_38.png,masks/0039_82_38.png,25200,0,0,512,512,255.5,255.5,512,512
images/0039_82_38_180.png,masks/0039_82_38_180.png,25200,0,0,512,512,255.5,255.5,512,512
images/0039_82_38_270.png,masks/0039_82_38_270.png,25200,0,0,512,512,255.5,255.5,512,512
images/0039_82_38_90.png,masks/0039_82_38_90.png,25200,0,0,512,512,255.5,255.5,512,512
images/0039_82_39.png,masks/0039_82_39.png,23839,0,0,512,512,255.5,255.5,512,512
images/0039_82_39_180.png,masks/0039_82_39_180.png,23839,0,0,512,512,255.5,255.5,512,512
images/0039_82_39_270.png,masks/0039_82_39_270.png,23839,0,0,512,512,255.5,255.5,512,512
images/0039_82_39_90.png,masks/0039_82_39_90.png,23839,0,0,512,512,255.5,255.5,512,512
images/0039_82_55.png,masks/0039_82_55.png,22327,0,80,512,328,255.5,203.5,512,248
images/0039_82_55_180.png,masks/0039_82_55_180.png,22327,0,184,512,432,255.5,307.5,512,248
images/0039_82_55_270.png,masks/0039_82_55_270.png,22327,184,0,432,512,307.5,255.5,248,512
images/0039_82_55_90.png,masks/0039_82_55_90.png,22327,80,0,328,512,203.5,255.5,248,512
images/0039_84_35.png,masks/0039_84_35.png,5682,429,0,512,512,470.0,255.5,83,512
images/0039_84_35_180.png,masks/0039_84_35_180.png,5682,0,0,83,512,41.0,255.5,83,512
images/0039_84_35_270.png,masks/0039_84_35_270.png,5682,0,429,512,512,255.5,470.0,512,83
images/0039_84_35_90.png,masks/0039_84_35_90.png,5682,0,0,512,83,255.5,41.0,512,83
images/0039_99_38.png,masks/0039_99_38.png,9720,318,0,470,512,393.5,255.5,152,512
images/0039_99_38_180.png,masks/0039_99_38_180.png,9720,42,0,194,512,117.5,255.5,152,512
images/0039_99_38_270.png,masks/0039_99_38_270.png,9720,0,318,512,470,255.5,393.5,512,152
images/0039_99_38_90.png,masks/0039_99_38_90.png,9720,0,42,512,194,255.5,117.5,512,152
images/0039_99_39.png,masks/0039_99_39.png,9720,190,0,342,512,265.5,255.5,152,512
images/0039_99_39_180.png,masks/0039_99_39_180.png,9720,170,0,322,512,245.5,255.5,152,512
images/0039_99_39_270.png,masks/0039_99_39_270.png,9720,0,190,512,342,255.5,265.5,512,152
images/0039_99_39_90.png,masks/0039_99_39_90.png,9720,0,170,512,322,255.5,245.5,512,152
images/0039_99_40.png,masks/0039_99_40.png,9720,62,0,214,512,137.5,255.5,152,512
images/0039_99_40_180.png,masks/0039_99_40_180.png,9720,298,0,450,512,373.5,255.5,152,512
images/0039_99_40_270.png,masks/0039_99_40_270.png,9720,0,62,512,214,255.5,137.5,512,152
images/0039_99_40_90.png,masks/0039_99_40_90.png,9720,0,298,512,450,255.5,373.5,512,152
images/0040_66_35.png,masks/0040_66_35.png,9719,0,373,512,479,255.5,425.5,512,106
images/0040_66_35_270.png,masks/0040_66_35_270.png,9719,33,0,139,512,85.5,255.5,106,512
images/0040_66_35_90.png,masks/0040_66_35_90.png,9719,373,0,479,512,425.5,255.5,106,512
images/0040_66_44.png,masks/0040_66_44.png,5691,0,458,316,512,157.5,484.5,316,54
images/0040_66_44_180.png,masks/0040_66_44_180.png,5691,196,0,512,54,353.5,26.5,316,54
images/0040_66_44_270.png,masks/0040_66_44_270.png,5691,0,0,54,316,26.5,157.5,54,316
images/0040_66_44_90.png,masks/0040_66_44_90.png,5691,458,196,512,512,484.5,353.5,54,316
images/0040_67_35_180.png,masks/0040_67_35_180.png,9719,0,161,512,267,255.5,213.5,512,106
images/0040_67_35_270.png,masks/0040_67_35_270.png,9719,161,0,267,512,213.5,255.5,106,512
images/0040_67_35_90.png,masks/0040_67_35_90.png,9719,245,0,351,512,297.5,255.5,106,512
images/0040_67_60.png,masks/0040_67_60.png,9721,0,426,512,512,255.5,468.5,512,86
images/0040_67_60_180.png,masks/0040_67_60_180.png,9721,0,0,512,86,255.5,42.5,512,86
images/0040_67_60_270.png,masks/0040_67_60_270.png,9721,0,0,86,512,42.5,255.5,86,512
images/0040_67_60_90.png,masks/0040_67_60_90.png,9721,426,0,512,512,468.5,255.5,86,512
images/0040_68_35.png,masks/0040_68_35.png,9719,0,117,512,223,255.5,169.5,512,106
images/0040_68_35_180.png,masks/0040_68_35_180.png,9719,0,289,512,395,255.5,341.5,512,106
images/0053_75_44.png,masks/0053_75_44.png,9726,0,284,512,402,255.5,342.5,512,118
images/0053_75_44_180.png,masks/0053_75_44_180.png,9726,0,110,512,228,255.5,168.5,512,118
images/0053_75_44_270.png,masks/0053_75_44_270.png,9726,110,0,228,512,168.5,255.5,118,512
images/0053_75_44_90.png,masks/0053_75_44_90.png,9726,284,0,402,512,342.5,255.5,118,512
images/0053_76_44.png,masks/0053_76_44.png,9726,0,156,512,274,255.5,214.5,512,118
images/0053_76_44_180.png,masks/0053_76_44_180.png,9726,0,238,512,356,255.5,296.5,512,118
images/0053_76_44_270.png,masks/0053_76_44_270.png,9726,238,0,356,512,296.5,255.5,118,512
images/0053_76_44_90.png,masks/0053_76_44_90.png,9726,156,0,274,512,214.5,255.5,118,512
images/0053_77_44.png,masks/0053_77_44.png,9726,0,28,512,146,255.5,86.5,512,118
images/0053_77_44_180.png,masks/0053_77_44_180.png,9726,0,366,512,484,255.5,424.5,512,118
images/0053_77_44_270.png,masks/0053_77_44_270.png,9726,366,0,484,512,424.5,255.5,118,512
images/0053_77_44_90.png,masks/0053_77_44_90.png,9726,28,0,146,512,86.5,255.5,118,512
images/0054_16_41.png,masks/0054_16_41.png,5684,8,423,421,512,214.0,467.0,413,89
images/0054_16_41_180.png,masks/0054_16_41_180.png,5684,91,0,504,89,297.0,44.0,413,89
images/0054_16_41_270.png,masks/0054_16_41_270.png,5684,0,8,89,421,44.0,214.0,89,413
images/0054_16_41_90.png,masks/0054_16_41_90.png,5684,423,91,512,504,467.0,297.0,89,413
images/0054_20_50.png,masks/0054_20_50.png,23082,0,0,512,420,255.5,209.5,512,420
images/0054_20_50_180.png,masks/0054_20_50_180.png,23082,0,92,512,512,255.5,301.5,512,420
images/0054_20_50_270.png,masks/0054_20_50_270.png,23082,92,0,512,512,301.5,255.5,420,512
images/0054_20_50_90.png,masks/0054_20_50_90.png,23082,0,0,420,512,209.5,255.5,420,512
images/0054_51_31.png,masks/0054_51_31.png,5679,188,0,512,150,349.5,74.5,324,150
images/0054_51_31_180.png,masks/0054_51_31_180.png,5679,0,362,324,512,161.5,436.5,324,150
images/0054_51_31_270.png,masks/0054_51_31_270.png,5679,362,188,512,512,436.5,349.5,150,324
images/0054_51_31_90.png,masks/0054_51_31_90.png,5679,0,0,150,324,74.5,161.5,150,324
images/0116_77_35.png,masks/0116_77_35.png,5727,182,0,512,59,346.5,29.0,330,59
images/0116_77_35_180.png,masks/0116_77_35_180.png,5727,0,453,330,512,164.5,482.0,330,59
images/0116_77_35_270.png,masks/0116_77_35_270.png,5727,453,182,512,512,482.0,346.5,59,330
images/0116_77_35_90.png,masks/0116_77_35_90.png,5727,0,0,59,330,29.0,164.5,59,330
images/0116_78_6.png,masks/0116_78_6.png,5715,0,0,477,72,238.0,35.5,477,72
images/0116_78_6_180.png,masks/0116_78_6_180.png,5715,35,440,512,512,273.0,475.5,477,72
images/0116_78_6_270.png,masks/0116_78_6_270.png,5715,440,0,512,477,475.5,238.0,72,477
images/0116_78_6_90.png,masks/0116_78_6_90.png,5715,0,35,72,512,35.5,273.0,72,477
images/0117_100_25.png,masks/0117_100_25.png,5727,293,0,512,63,402.0,31.0,219,63
images/0117_100_25_180.png,masks/0117_100_25_180.png,5727,0,449,219,512,109.0,480.0,219,63
images/0117_100_25_270.png,masks/0117_100_25_270.png,5727,449,293,512,512,480.0,402.0,63,219
images/0117_100_25_90.png,masks/0117_100_25_90.png,5727,0,0,63,219,31.0,109.0,63,219
images/0117_96_64.png,masks/0117_96_64.png,9724,0,0,511,169,255.0,84.0,511,169
images/0117_96_64_180.png,masks/0117_96_64_180.png,9724,1,343,512,512,256.0,427.0,511,169
images/0117_96_64_270.png,masks/0117_96_64_270.png,9724,343,0,512,511,427.0,255.0,169,511
images/0117_96_64_90.png,masks/0117_96_64_90.png,9724,0,1,169,512,84.0,256.0,169,511
images/0118_55_0.png,masks/0118_55_0.png,5697,55,247,256,512,155.0,379.0,201,265
images/0118_55_0_180.png,masks/0118_55_0_180.png,5697,256,0,457,265,356.0,132.0,201,265
images/0118_55_0_270.png,masks/0118_55_0_270.png,5697,0,55,265,256,132.0,155.0,265,201
images/0118_55_0_90.png,masks/0118_55_0_90.png,5697,247,256,512,457,379.0,356.0,265,201
images/0119_94_28.png,masks/0119_94_28.png,22990,0,157,512,512,255.5,334.0,512,355
images/0119_94_28_180.png,masks/0119_94_28_180.png,22990,0,0,512,355,255.5,177.0,512,355
images/0119_94_28_270.png,masks/0119_94_28_270.png,22990,0,0,355,512,177.0,255.5,355,512
images/0119_94_28_90.png,masks/0119_94_28_90.png,22990,157,0,512,512,334.0,255.5,355,512
